hour,temp_f,humidity_pct,wind_mph,rain_in
00:00,75.4,62,11.4,0
01:00,76.6,84,10.6,0.02
02:00,71.3,65,6.9,0.02
03:00,77.4,82,4.1,0.02
04:00,72.7,50,9.8,0
05:00,72.0,48,1.6,0.1
06:00,77.8,66,5.3,0.02
07:00,71.2,60,3.9,0.1
08:00,72.0,47,4.6,0.1
09:00,71.2,50,3.9,0
10:00,70.7,76,16.3,0
11:00,78.2,82,17.0,0
12:00,80.9,86,2.8,0.1
13:00,82.6,74,14.4,0
14:00,76.6,82,6.1,0
15:00,80.8,75,11.0,0.02
16:00,82.7,90,13.6,0
17:00,77.1,71,6.8,0.02
18:00,70.7,65,2.7,0
19:00,75.4,87,9.5,0
20:00,71.8,63,13.7,0
21:00,77.8,63,16.8,0.02
22:00,70.5,71,13.0,0
23:00,72.9,51,3.7,0
