hour,temp_f,humidity_pct,wind_mph,rain_in
00:00,76.8,61,1.8,0.02
01:00,71.5,59,7.8,0
02:00,74.6,55,14.2,0
03:00,77.2,86,3.3,0
04:00,72.8,91,17.1,0
05:00,76.1,49,16.3,0.02
06:00,74.0,78,3.6,0
07:00,72.8,90,2.5,0
08:00,72.6,84,11.3,0
09:00,77.0,66,6.5,0.1
10:00,75.7,91,14.3,0.1
11:00,83.3,59,8.7,0
12:00,79.5,73,15.3,0.1
13:00,81.2,62,5.9,0.02
14:00,78.7,50,3.9,0
15:00,76.9,76,14.4,0
16:00,79.4,70,14.1,0
17:00,77.0,78,7.8,0
18:00,77.9,53,12.6,0
19:00,71.9,65,6.4,0.1
20:00,71.7,49,17.3,0
21:00,73.4,75,11.3,0
22:00,75.9,80,14.6,0
23:00,76.8,91,17.8,0
