hour,temp_f,humidity_pct,wind_mph,rain_in
00:00,76.3,66,11.2,0
01:00,74.1,91,15.7,0
02:00,73.7,69,12.9,0.1
03:00,72.1,72,16.1,0.02
04:00,76.7,49,11.3,0
05:00,70.2,91,8.3,0
06:00,74.8,45,6.6,0
07:00,74.2,90,9.9,0.1
08:00,72.4,92,13.7,0
09:00,71.2,64,8.2,0.1
10:00,71.5,58,16.8,0.1
11:00,76.7,59,2.5,0
12:00,76.0,46,6.0,0
13:00,80.7,62,3.6,0
14:00,79.5,83,7.1,0
15:00,79.9,70,3.3,0
16:00,81.3,57,8.7,0
17:00,82.8,70,17.6,0
18:00,70.1,88,4.7,0.02
19:00,71.5,54,9.1,0.1
20:00,71.5,60,14.2,0.1
21:00,72.8,53,6.0,0.1
22:00,72.1,83,16.3,0
23:00,71.0,51,6.6,0
